na,nb,road_length,road_width
4701,4702,40.284595,30
4703,4704,12.975514,34
4710,4711,384.858402,24
4712,4713,143.434799,42
4714,4715,86.660979,45
4717,4718,259.396703,42
4725,4726,693.088528,32
4734,4735,299.507224,22
4736,4737,260.483329,30
4739,4740,582.930983,26
4741,4742,377.741912,20
4743,4744,272.016520,50
4745,4746,206.867411,45
4747,4748,369.009123,50
4749,4750,677.871719,38
1311,4751,67.679526,0
4752,4753,377.497454,30
4754,4755,169.222292,30
4756,4757,124.220166,36
4758,4759,297.430147,38
4794,4795,474.534420,16
4796,4797,129.727939,28
4801,4802,214.283915,22
4803,4804,323.975322,22
4805,4806,331.615251,36
4828,4829,513.897680,10
4830,4831,62.839529,50
4832,4833,249.876061,32
4834,4835,249.388942,54
4836,4837,262.781624,30
4838,4839,121.432966,22
4840,4841,474.603907,30
4847,4848,324.339027,28
4849,4850,116.665229,12
4853,4854,850.978855,30
4855,4856,197.205734,0
4857,4858,468.965022,12
4859,4860,211.984020,18
4960,3028,664.061298,0
4961,4962,665.480928,34
4964,4965,278.901026,20
4966,4967,74.869849,26
4968,4969,270.949396,40
4970,4971,213.834921,0
4972,4973,45.388972,60
4974,4975,36.377083,34
4976,4977,245.552898,30
4982,4983,408.319352,34
4984,4079,310.418769,20
4985,4986,486.819163,26
4988,4989,247.051831,30
4990,4991,304.898324,30
4992,4993,16.567363,32
4994,4995,780.766946,30
4996,4997,193.816163,22
4998,4999,910.184419,30
5001,5002,24.030907,30
5004,5005,804.498302,30
5006,5007,683.456224,30
5008,5009,563.499416,30
5019,5020,366.093302,8
5021,5022,222.374707,46
5023,5024,23.336825,48
5041,5042,5274.641671,0
5044,5045,1366.248477,36
5046,5047,519.356206,30
5048,5049,259.909189,50
5059,5060,862.131238,30
5061,5062,181.802501,20
5091,5092,664.123131,0
5093,4614,261.755595,28
5107,5108,1484.283724,28
5111,5112,583.745605,22
5114,5115,780.583634,34
5116,5117,619.986159,30
5118,5119,886.687953,28
5121,5122,40.406443,0
5123,5124,136.881670,30
5125,525,124.704493,60
5147,5148,629.615009,22
5149,5150,575.648845,30
5168,5169,1420.702736,15
5170,5171,280.191730,44
5172,5173,272.231876,50
5174,5175,266.561975,40
5176,5177,653.344030,30
5181,5182,693.880512,30
5184,5185,413.279419,30
5186,5187,326.645935,44
5188,5189,22.928374,14
5190,5191,257.884293,44
5192,5193,346.088564,60
5194,5195,259.877147,40
5200,5201,435.923306,0
3561,5202,340.775382,30
5203,5204,131.207713,34
5205,5206,251.435489,40
5208,5209,745.349877,30
5210,5211,152.351853,34
5221,5222,1465.292283,32
5223,5224,259.843577,60
816,5225,413.318553,40
5226,5227,459.497877,30
5228,3966,312.474549,50
5229,5230,259.910205,42
5231,5232,37.073754,0
5234,5235,181.780046,34
5236,5237,280.769174,40
5238,5239,368.572898,25
5240,5241,289.158932,62
5242,5243,157.765527,32
5244,5245,266.362971,40
5246,5247,249.443903,30
5248,5249,263.515451,44
5250,5251,259.873882,50
5253,5254,267.489508,56
5256,5257,292.425937,44
5258,5259,493.635677,18
5263,5264,189.877881,0
5265,5266,74.418175,38
5267,5268,336.361741,32
5270,5271,265.884428,32
5273,5274,492.834600,30
5275,5276,141.816413,35
5277,5278,258.059620,32
5279,5280,269.544462,30
5281,5282,365.354357,34
5283,5284,108.587631,44
5285,5286,257.859041,42
5287,5288,870.474670,28
5289,5290,77.086681,46
5405,5406,792.312628,0
5407,5408,304.325052,40
5409,5410,275.411572,42
5411,5412,570.805343,24
5413,5414,259.602264,40
5415,5416,280.130899,30
5417,5418,259.488559,44
5419,5420,377.572986,40
5421,5422,118.930633,65
5423,5424,70.513307,30
5425,5426,257.584988,40
5427,5428,575.344991,34
965,5429,422.012368,30
5435,5436,331.834409,32
5437,5438,104.588052,30
5439,5440,134.136267,25
5442,5443,175.047944,24
5447,5448,198.129383,44
5449,5450,250.146216,30
5451,5452,17.057987,60
5453,5454,345.619906,30
5456,5457,200.651947,25
5458,5459,97.932299,45
5462,5463,1953.211169,38
5468,5469,247.455589,30
5470,5471,74.999052,25
5474,5475,449.902898,24
5477,5478,298.202967,22
5479,5480,307.485099,40
5482,5483,34.972730,50
5485,5486,133.451506,15
5488,5489,36.995890,60
5490,5491,335.397444,36
5492,5493,250.418653,30
5494,5495,278.722255,44
5496,5497,451.178460,54
5498,5499,255.250650,50
5501,5502,170.205579,30
5503,5504,100.946765,30
5505,5506,35.913783,30
5507,5508,45.273090,70
5509,5510,273.534605,45
5517,5518,1235.991362,34
5522,5523,612.912772,24
5524,5525,669.754041,30
5527,5528,50.229427,40
5534,5535,641.960649,30
5536,5537,104.820680,24
5538,5539,401.635380,28
5540,5541,284.197667,44
5542,5543,54.057347,50
5544,5545,411.907739,24
5546,5547,513.324625,40
5548,5549,143.108796,22
5550,5551,860.142603,30
5552,5553,259.712257,60
5554,5555,658.712202,25
5556,5557,445.531710,30
5558,5559,671.181180,30
5561,5562,826.291705,30
5563,5564,227.125238,30
5565,5566,272.885752,22
5567,5568,280.213390,44
5569,5570,256.418518,30
5571,5572,278.797593,42
5573,5574,36.555129,44
5575,5576,632.073084,30
5592,5593,443.371985,40
5594,5595,402.949841,30
5596,5597,177.831334,20
5598,5599,275.299580,30
5600,5601,232.969522,30
5602,5603,132.446261,30
5604,5605,710.396549,38
396,5606,589.792968,36
5614,5615,177.068550,24
5616,5617,660.227869,26
5619,5620,604.870895,44
5621,5622,406.484874,50
91,5623,413.739308,42
5624,5625,250.942416,52
5626,5627,259.984212,42
5645,5646,1039.795661,14
5647,5648,162.081244,30
5649,5650,260.247414,42
5651,5652,530.835724,30
5653,5654,299.149234,40
5659,5660,436.643154,38
5661,5662,17.673207,24
5664,5665,177.203437,36
5666,5667,270.022225,42
5668,5669,26.319673,0
5671,5672,1409.764730,42
5673,5674,289.452561,32
5675,5676,262.128891,42
5677,5678,108.364163,20
5680,5681,53.408137,45
5683,5684,269.281361,30
5685,5686,192.634123,30
5687,5688,571.924383,30
5689,5690,259.284753,44
5691,5692,904.686554,30
5693,5694,270.898613,34
5695,5696,415.424099,30
5697,5698,969.257777,30
5700,5701,161.884400,15
5702,5703,273.138025,20
5704,5705,30.978725,46
5706,5707,255.758684,40
5708,5709,819.956898,60
5710,5711,260.279875,44
5712,5713,181.179440,48
5714,5715,752.380597,30
5716,5717,253.542951,30
5718,5719,249.919599,60
5720,5721,523.884458,28
5722,5723,261.813848,30
5724,5725,250.315270,38
5732,5733,248.939920,56
5735,5736,43.180277,26
5739,5740,500.472239,30
5741,5742,362.838232,20
5744,5745,567.490272,30
5746,450,84.000234,34
5747,5748,167.519905,34
5749,5750,255.740373,18
5751,5752,261.791270,32
5754,5755,139.031522,12
5757,4452,181.083699,32
5761,5762,365.824276,60
5763,5764,56.637639,56
5765,5766,269.104891,34
5767,5768,185.752992,44
5769,5770,118.360863,20
5771,5772,359.067447,44
5774,5775,63.782432,30
5776,5777,62.340705,22
5778,5779,361.388774,30
5780,5781,46.405357,40
5782,5783,248.712713,30
5784,5785,727.805121,30
5786,5787,249.109802,30
5788,5789,675.055227,30
5792,5793,578.286087,30
5794,5795,127.231310,70
5796,5797,271.023405,18
5804,5805,370.260198,30
5807,5808,590.941767,60
5809,5810,338.181752,52
5811,5812,250.241213,30
5817,5818,404.019742,0
5819,5820,283.003587,40
5821,5822,566.858416,30
5823,5824,624.457105,30
5825,5826,82.556381,40
5827,5828,43.751359,24
5829,5830,163.242221,30
3210,5831,574.033185,30
5834,5835,346.485496,10
5836,5837,250.518847,35
5838,5839,175.820969,25
2878,5840,719.434690,30
5874,1636,199.516017,12
5875,5876,253.389592,30
5877,5878,260.500355,34
5879,5880,260.714550,34
5881,5882,215.004669,38
5890,5891,960.187342,34
5892,5893,287.591890,30
5894,5895,328.808803,22
5896,5897,342.341073,30
5898,5899,295.557006,42
5902,5903,471.267599,30
5904,5905,243.124397,50
5906,5907,98.830142,24
5908,5909,351.423082,38
5910,5911,121.943481,42
5912,5913,62.598022,50
5914,5915,243.687408,22
5916,5917,261.490263,34
5918,5919,6.331015,32
5697,5920,155.865513,30
5921,5922,254.870675,34
5932,5933,607.632029,30
5934,5935,347.763678,40
5938,5939,1396.930493,22
5941,5942,459.344898,30
5944,5945,776.159622,40
5946,5947,325.463395,30
5948,5949,264.322730,40
5950,5951,356.692063,30
5952,5953,521.898063,30
5955,5956,138.609010,32
5957,5958,113.679048,46
5959,5960,187.309362,30
5965,5966,157.006917,0
5967,5968,270.527175,42
5969,3943,779.215245,28
5985,5986,518.762142,18
5987,5988,127.409943,30
5989,5990,504.338637,30
5991,5992,245.880743,40
5993,5994,275.233528,60
5995,5996,277.705937,50
6004,6005,250.412952,20
6006,6007,92.954309,50
6009,6010,29.866788,60
6012,6013,800.526596,24
6015,6016,476.218426,25
6019,6020,566.064003,46
6021,6022,191.453297,32
6023,6024,1452.171198,32
6025,6026,214.753152,30
6027,6028,513.789701,42
6029,6030,260.895534,40
6037,6038,1487.969729,24
6040,6041,234.093354,38
6042,6043,854.792075,30
6045,6046,259.946569,42
6047,6048,167.694567,60
6050,6051,434.366196,28
6052,6053,149.016441,30
6055,6056,343.919247,20
6080,3320,161.621172,20
6081,6082,266.334362,30
6083,6084,27.723232,50
6085,6086,39.165554,25
6087,6088,43.090799,35
6096,6097,137.652331,8
6098,6099,722.587724,22
6100,6101,456.109606,44
6103,6104,32.303449,56
6105,6106,244.405376,18
6107,6108,248.176517,34
6109,6110,405.455516,26
6111,6112,260.498492,45
6113,6114,260.563915,30
6115,6116,18.013120,0
6117,6118,369.891160,26
6119,6120,693.010552,35
6125,6126,318.337924,30
6127,6128,260.239246,38
6129,6130,392.165309,34
6132,6133,415.811354,30
6134,6135,113.102383,14
6136,6137,122.075696,12
6138,6139,274.371467,18
6141,6142,302.368358,32
6150,6151,377.304566,8
6152,6153,838.340444,30
6154,4641,547.201084,24
6155,6156,259.926394,40
6157,6158,143.075268,40
6159,6160,259.810901,30
6161,6162,546.232381,30
6163,6164,197.353991,15
6165,6166,117.936357,28
6167,6168,260.943270,30
6169,6170,416.981645,44
6172,6173,894.626791,30
6174,6175,602.020908,30
6176,6177,31.588214,30
6178,6179,860.242153,32
6181,6182,49.968334,18
6184,6185,407.783233,0
6195,6196,252.360276,36
6197,6198,282.703344,44
6199,6200,58.178395,28
6201,6202,168.956451,50
6222,6223,1838.050628,46
6245,6246,456.709749,18
6247,6248,781.432483,50
6249,6250,268.504139,30
6251,6252,714.230242,30
6253,6254,260.438639,18
6255,6256,1317.608098,40
6257,6258,270.585370,28
6259,6260,279.918068,32
6264,6265,86.413792,20
6266,6267,58.789858,30
6268,6269,254.558510,32
6270,6271,369.027474,30
6281,6282,352.521296,30
6285,6286,649.228109,38
6288,6289,428.202281,30
6291,6292,118.382896,18
6300,6301,426.055534,30
6303,6304,635.768458,16
6305,6306,260.939555,42
6307,1390,262.381823,30
6310,6311,257.693227,30
6313,6314,485.684462,40
6315,6316,126.593630,30
6318,6319,256.699744,30
6320,6321,56.013802,0
6322,6323,258.295853,44
6324,6325,130.349468,34
6326,6327,862.764403,30
6129,6328,259.387813,36
6331,6332,729.945363,30
6333,6334,678.503925,30
6335,6336,536.236744,30
6337,6338,120.066740,30
6339,6340,57.208791,36
6388,6389,378.199622,0
6390,6391,263.348135,24
6392,6393,733.302264,35
6394,6395,871.667520,30
6396,6397,14.660056,26
6398,6399,253.392450,44
6400,6401,269.710441,42
6402,6403,251.522090,30
6404,6405,17.623189,20
6406,6407,422.595122,40
6409,6410,328.170287,32
6413,6414,523.206302,56
6415,6416,242.217831,32
6417,6418,360.782791,30
6428,6429,346.832740,20
6430,6431,285.249328,30
6432,6433,22.518284,20
6434,6435,272.327379,40
6436,6437,279.010730,34
6441,6442,123.590593,20
6443,6444,691.075742,30
6445,6446,361.036401,36
4087,6447,126.432451,38
6449,3264,689.268070,30
6450,6451,327.328365,20
6452,6453,240.645358,16
6454,6455,153.684010,30
6456,3057,787.870412,30
6457,6458,524.986326,36
6459,6460,23.922401,22
6461,6462,227.858505,60
6463,6464,259.087738,70
6484,6485,168.471564,0
6490,6491,296.602810,50
6492,6493,755.811701,28
6494,6495,168.402847,30
6496,6497,343.543843,32
6498,6499,126.267025,30
6505,6506,257.243660,36
6508,6509,411.630727,14
6510,6511,78.585261,44
6512,6513,57.613691,25
6514,6515,256.168282,0
6516,6517,180.718377,22
6518,6519,373.425487,30
6520,6521,132.663090,60
6522,6523,444.860653,30
6524,6525,260.278954,34
6526,6527,167.585398,46
6531,6532,203.971646,18
6533,6534,245.378069,14
6535,6536,271.152814,40
6538,6539,374.073538,50
6540,6541,94.619099,22
6544,6545,443.771745,30
6547,6548,239.000191,48
6549,6550,392.634963,30
6553,6554,657.533755,30
6555,6556,431.181181,30
6557,6558,469.467766,25
6560,6561,31.419109,60
6563,6564,393.341267,46
6567,6568,124.692988,24
6569,6570,247.675694,42
6572,6573,260.043470,34
6574,6575,86.130923,20
6576,6577,549.837554,28
6578,6579,255.360346,30
6583,6584,1756.631229,64
6586,6587,62.752101,24
6588,6589,81.816283,50
6595,6596,303.101308,34
6597,6598,159.631413,62
6599,6600,137.026796,28
6601,6602,90.235744,32
6605,6606,263.794355,0
6607,6608,682.434100,44
6617,6618,998.536623,45
6619,6620,44.971872,30
6621,6622,260.975806,30
6628,6629,628.099878,28
6630,6631,260.460464,52
6636,6637,688.665077,15
6638,6639,460.025825,30
6640,6641,513.799139,30
6643,6644,30.597803,28
6645,6646,21.814933,30
6647,6648,265.744375,22
6652,6653,834.389143,32
6654,6655,260.180455,36
6656,6657,517.010824,30
6658,6659,215.302020,18
6660,6661,359.230759,30
6722,6723,293.177583,12
6724,6725,44.287459,26
6729,6730,146.868516,32
6731,6732,261.393583,42
6733,6734,137.245547,55
6735,6736,499.745925,34
6738,6739,476.259177,20
6740,6741,188.446743,28
6486,6742,234.568263,0
6743,6744,386.782150,30
6746,6747,269.375955,32
6748,6749,270.045014,28
6750,6751,61.182981,30
6753,4466,591.463591,34
6754,6755,267.819146,54
6759,6760,319.200978,24
6761,6762,359.603433,22
6763,6764,501.865745,70
6765,6766,602.885309,18
6768,6769,259.422308,50
6772,898,269.710848,50
6778,6779,154.664868,22
6780,6781,259.134475,30
6788,6782,452.849727,36
6791,6792,314.755803,12
6793,6794,379.528389,26
6795,3901,303.458953,60
6799,6800,507.734926,20
6801,6802,118.336413,50
6804,6805,656.787746,30
6806,6807,31.430979,30
6808,6809,507.577344,30
6810,1522,58.070264,16
6811,6812,260.268766,45
6813,6814,753.121942,30
6819,6820,320.549734,52
6821,6822,259.824060,30
6823,6824,258.917885,30
6828,6829,299.688590,0
6830,6831,264.289556,30
6832,6833,617.540888,30
6834,6835,249.135810,44
6836,6837,111.010286,25
6839,6840,328.431187,36
6841,6842,238.724466,33
6843,6844,659.419751,30
6845,6846,244.389603,30
6847,6848,123.021443,48
6849,6850,649.772008,70
6876,6877,50.451350,0
6878,6879,665.765349,30
6880,5567,328.701374,44
6881,1824,130.651326,70
6882,6883,265.805129,34
6884,6885,595.678887,30
6886,6887,211.189106,0
6888,6889,475.648007,20
6890,6891,129.723895,42
6893,6894,245.651907,34
6895,6896,781.134123,30
6897,6898,477.821927,30
6901,446,460.329044,40
6909,6910,727.207426,48
6913,6914,859.598768,26
6923,6924,1694.416056,30
6925,6926,472.475554,36
6927,6928,261.086857,66
6929,6930,414.666872,28
6931,6932,780.862043,30
6934,6935,205.870458,14
6936,6937,88.741975,18
6945,6946,582.348706,30
6947,6948,266.162864,22
6949,6950,769.719619,42
6951,6952,535.615313,30
6954,6955,251.243936,25
6956,6957,85.842015,18
6958,6959,214.193259,0
6961,6962,260.206664,50
6963,6964,37.246328,38
6966,6967,260.363869,44
6970,6971,306.158134,36
6972,6973,250.201207,32
6974,6975,886.634328,34
6976,6977,134.686274,50
6979,6980,299.383858,40
6982,6983,262.769052,38
6984,6985,770.306641,34
6987,6988,942.577785,30
6989,6990,16.924439,30
6991,6992,29.352039,55
6994,6995,339.888884,30
6996,6997,294.395523,12
7006,7007,788.865879,25
7009,7010,36.602110,34
7011,7012,258.832245,30
7013,7014,698.907994,30
7016,7017,297.810153,10
7018,7019,879.785640,34
7020,7021,88.349475,46
7022,7023,259.502798,36
7025,7026,41.408358,40
7027,7028,259.895854,40
7029,7030,80.784976,30
7031,7032,259.684757,48
7033,7034,181.816898,30
7041,7042,916.641080,16
7043,7044,283.577824,30
7045,7046,263.648061,40
7049,7050,266.119969,60
7051,7052,260.358431,42
7053,7054,570.333534,30
7055,7056,250.783666,32
7057,7058,279.032589,50
7059,7060,424.829469,18
7061,7062,107.589285,22
7064,7065,259.883747,40
7100,7101,495.854071,20
7102,7103,258.352388,50
7104,7105,717.301601,30
7114,7115,266.213670,30
7116,7117,305.301164,44
7118,7119,150.285866,30
7120,7121,118.679123,34
5418,7122,260.267911,44
7123,7124,402.552460,34
7125,7126,668.702680,40
7127,7128,221.337560,16
7129,7130,325.975689,30
7131,7132,208.112162,20
7142,7143,1123.325853,16
7150,7151,228.659320,12
7152,7153,264.160169,30
7154,7155,72.394867,34
1879,7156,223.646947,35
7157,7158,262.684183,34
7159,7160,229.553904,30
7161,7162,499.557976,30
7164,7165,112.889650,34
7166,7167,257.656513,64
7168,7169,298.893623,56
7170,7171,268.100674,30
7172,7173,260.190631,44
7174,7175,339.532794,30
7179,1853,487.794904,30
7180,7181,259.618098,44
7182,7183,540.541266,36
7184,7185,464.245122,40
7186,7187,456.154405,30
7192,7193,642.509042,10
7194,7195,177.534333,30
7198,7199,271.775414,34
7200,7201,240.482839,24
7202,7203,249.282162,28
7204,7205,270.043011,32
7206,7207,747.012273,30
7214,7215,492.708798,14
7216,7217,163.597489,36
7218,7219,264.499092,25
7220,7221,780.912693,30
7222,7223,91.064365,30
7224,7225,559.280412,26
7227,7228,43.185440,40
7229,7230,250.405901,38
7231,7232,261.692937,54
7233,7234,135.981762,30
7239,7240,266.588199,60
7244,7245,964.060567,38
7246,7247,322.719582,25
7248,7249,94.120727,18
7253,7254,354.550224,22
7255,7256,22.240826,40
7257,7258,260.172099,30
7262,7263,516.059307,10
7283,7284,532.858919,22
7285,7286,236.695027,40
7289,7290,829.690002,34
7291,7292,291.442913,30
7293,7294,659.583296,30
7295,7296,561.011222,30
7297,7298,270.719090,38
7299,7300,16.766881,32
7301,7302,556.310205,58
7303,7304,602.843320,50
7305,7306,251.076910,36
7321,7322,312.292598,70
7323,7324,805.887228,30
7326,7327,145.875972,36
7328,7329,225.656040,14
7330,7331,271.158232,48
7332,7333,629.141098,30
7334,7335,1025.968596,34
7336,7337,250.233287,12
7338,7339,129.215139,20
7340,7341,257.764507,32
7342,7343,242.652131,50
7344,7345,274.199040,30
7346,7347,233.218233,48
7348,7349,274.924646,16
4116,7350,362.707077,20
7351,7352,879.377770,30
7371,7372,320.760484,10
7373,7374,982.423320,35
7387,7388,533.412888,30
7389,7390,260.701877,30
7391,7392,779.073431,30
7393,7394,284.186749,28
7395,7396,258.041401,34
7397,7398,578.589853,40
7399,7400,169.191286,44
7401,7402,681.346275,38
7408,7409,348.356357,32
7410,801,69.122322,38
7416,7411,288.294349,0
7417,7418,621.790808,20
7419,7420,459.886773,24
7421,7422,265.736793,44
7424,7425,440.052104,30
7426,7427,247.581288,24
7428,7429,137.558780,40
7430,7431,458.076226,30
7463,7464,116.011984,20
7465,7466,228.172741,34
7467,7468,338.007362,50
7469,7470,748.820697,32
7471,7472,365.316793,28
7473,7474,243.450130,30
7475,7476,248.790804,34
7478,7479,45.943603,16
7487,7488,1406.186592,48
7489,7490,780.322397,30
7491,7492,287.691823,30
7494,7495,798.421080,30
7497,7498,330.321237,60
7499,7500,257.577295,42
7501,7502,276.523373,30
7503,7504,250.598441,34
7512,7513,610.666468,16
7514,7515,265.488229,32
7516,7517,266.547677,30
7518,7519,205.337051,48
7520,7521,217.849907,24
7522,7523,467.151028,24
7525,7526,74.590294,10
7527,7528,42.808471,32
7529,7530,250.110188,30
7531,7532,288.735371,25
7533,3009,277.954518,30
7534,7535,474.950401,30
7536,7537,380.366546,30
7538,7539,648.104865,28
7540,7541,245.448389,34
7542,7543,30.676574,40
7544,7545,29.464368,34
7546,7547,402.416883,38
7548,7549,208.260417,26
7550,7551,514.594079,40
7552,7553,374.757165,35
7555,7556,155.693080,38
7560,7561,152.528111,24
7568,7569,455.577391,46
7570,7571,28.867383,48
7573,7574,298.936769,20
7575,7576,855.058401,30
7577,7578,256.993132,60
7579,7580,527.264578,34
7581,7582,339.237984,40
7583,7584,159.137629,30
7590,7591,617.466548,30
7592,7593,20.015836,26
7594,7595,175.975879,30
7596,7597,171.812290,32
7598,7599,256.291098,30
7600,7601,96.759052,40
7602,7603,940.273478,32
7605,7606,639.579086,30
7610,7611,110.198255,16
7612,7613,203.039435,28
7614,7615,437.494210,30
7616,7617,126.567734,36
