na,nb,road_length,road_width
164532,69175,185.861343,30
91774,122612,36.698799,35
8244,143557,253.097633,40
45868,164741,420.999235,60
164742,50372,474.598634,30
164743,163615,740.615440,28
61011,87590,407.336778,28
164744,31392,117.115598,0
100136,36909,780.280403,34
41380,161545,276.896081,35
91850,140497,614.345594,34
1610,1176,476.262558,28
164745,53530,133.278786,20
63548,81056,51.344234,40
111248,164746,945.996677,35
164747,164748,630.777129,44
6573,111031,260.507154,34
83006,161202,258.901461,64
16615,148083,809.450517,30
35651,66821,847.397899,30
164749,164750,580.798167,28
43162,6159,261.321029,30
61840,18160,259.188644,30
164751,67838,246.914129,42
39461,8598,659.620388,30
1256,36924,94.686276,24
145610,63283,619.786379,30
164754,127998,258.257489,40
17965,15206,36.768906,30
124263,107724,249.358894,45
164769,43982,810.639839,48
164770,102580,329.622404,34
164772,18159,580.310677,32
6751,89071,23.018505,20
164773,37331,780.569171,34
18967,92818,220.746248,60
164775,164776,416.201769,28
59106,158462,79.496028,40
164777,45899,249.069281,30
164779,164780,411.803762,18
164814,164815,791.904037,60
164816,51722,118.873902,26
164821,11542,221.440608,25
164822,79435,487.108341,46
61513,98623,244.445510,35
164823,31910,43.474357,20
164824,76730,644.124375,52
69149,60521,250.416072,30
164825,82530,499.385536,38
40692,112690,427.690794,34
164826,20304,514.938615,40
67987,56164,260.210610,42
27184,3782,189.000190,30
164829,114778,617.174061,30
164835,102719,201.648424,36
111927,152071,267.212893,32
164836,35155,538.632500,28
164837,30839,282.170177,60
36075,80601,261.240640,38
4395,164838,584.221261,44
164839,85892,270.951814,40
141223,6168,259.038169,30
139323,164840,55.995950,0
164841,86666,83.138963,30
164843,92181,665.422622,38
31990,164844,168.685559,30
164845,6532,91.669574,42
164854,114524,373.572861,34
132243,158803,282.404903,34
164855,86560,42.001718,32
32856,164856,252.358801,46
164857,8467,211.986861,0
81406,117257,260.886571,30
88370,28454,400.163744,42
95041,885,127.375505,20
164858,164859,764.472988,30
99853,164860,302.946697,32
107733,164861,152.549112,36
54620,1503,260.286558,30
164862,127692,246.880505,60
164863,86282,623.986074,24
164864,124611,202.341425,30
111316,101051,393.900734,30
107528,93945,250.239323,30
54420,125106,266.875480,34
164865,164866,36.551359,30
164884,45060,274.694008,30
164885,72784,52.885463,60
142117,11304,780.700437,32
122793,164886,183.000027,0
75104,164887,126.317890,30
164888,104505,287.661314,20
7627,52596,519.539770,30
82435,153696,314.960291,30
164889,164890,225.006397,30
47880,40583,889.170740,30
149031,164891,19.137452,60
159835,118034,56.143408,56
164892,164893,223.126799,30
131411,164894,475.675344,54
81747,164895,260.546813,34
142413,164896,782.339625,32
23014,15826,458.129935,30
164898,164899,36.603228,30
111742,164900,355.074661,42
95830,33326,251.320837,24
164911,52651,68.632282,30
21407,118016,630.291251,30
164912,164913,127.244316,42
164914,76935,202.701387,30
74932,122551,259.620523,30
51167,164915,73.336582,0
164936,5479,314.784253,40
164943,164944,355.680148,25
164945,60242,268.157479,24
164946,164947,50.368685,36
164948,164949,354.763650,36
165014,165015,1135.378095,40
9481,89533,344.970995,30
165016,41682,42.179491,20
27916,165017,181.226609,50
165018,70529,879.580598,30
165019,28435,90.263334,45
48784,95699,309.597817,42
165023,102481,158.138043,24
165024,113639,246.998075,32
62698,165025,126.849123,54
165026,22860,224.275535,34
165036,86535,1032.877157,24
165038,25746,516.076784,18
48024,83463,262.529706,50
138642,71604,38.256755,30
165039,148169,102.408195,30
11768,165040,250.508562,32
165041,148449,268.078844,34
165042,69475,344.658845,30
165043,156993,761.456261,32
165051,153263,538.871254,18
22118,85220,293.554841,38
24237,165052,121.195458,60
5126,126820,79.963021,34
19105,165053,216.651344,30
165075,62483,330.424166,36
165076,165077,122.922287,32
128215,69718,77.096033,30
165078,165079,269.908874,34
8771,110124,55.276707,30
113664,47992,328.680967,22
165080,49284,469.265057,30
165085,165086,204.415544,30
20564,165087,8.320970,26
165089,165090,121.474879,15
165091,165092,162.416377,20
79757,42017,90.435919,70
59291,165093,258.594805,25
165094,165095,573.043688,30
165096,165097,182.544472,18
165103,78315,442.115720,24
36414,165104,753.225978,36
165105,13548,186.678097,60
165106,165107,233.729106,32
48107,59053,780.881515,30
165108,165109,290.135237,44
165110,56961,652.081948,30
165111,103418,709.368762,32
7183,163735,258.250388,36
165113,17398,890.728299,30
43122,123633,485.295589,0
33840,165114,41.989464,18
165115,20377,33.793587,44
98352,3445,255.181169,32
165118,165119,440.885708,20
78985,134407,482.078025,30
85618,24299,335.835271,60
165123,165124,389.328031,20
165139,144388,740.484149,50
156745,140424,290.710975,25
165146,121946,496.524811,20
165147,27418,46.912251,30
165165,68568,719.205020,30
48148,165166,685.100614,30
85673,63648,341.483471,30
165167,165168,91.029439,34
111310,36589,735.264498,74
165169,165170,476.182156,25
165172,165173,59.201103,44
165174,61860,1022.863288,35
112102,165175,885.379112,46
165176,30554,264.507908,42
4671,55681,271.239816,24
9955,164706,55.664128,60
165177,84901,250.108187,30
157032,54991,260.005744,36
165178,162059,451.241522,30
12641,165179,465.292873,22
165180,59861,269.059931,54
165183,165184,397.332550,32
165185,165186,260.508730,30
165187,78985,207.408867,30
19965,127676,108.984811,70
45474,59236,909.597953,34
165188,165189,260.277478,44
113937,140397,48.655932,54
76062,103828,217.405736,28
33624,101275,260.058967,44
165190,154465,104.637125,20
131475,83210,964.727160,30
101660,140711,195.867888,34
74400,165191,31.387380,20
165192,125963,384.776162,12
165193,80216,182.670844,30
165195,84732,443.204417,20
128476,27225,278.489508,34
53600,4198,309.789907,30
165196,125115,284.201970,56
165233,132311,629.334412,48
165234,94634,405.417887,40
151759,157607,249.004242,30
165235,165236,798.103099,24
165237,65893,43.748729,34
165238,144953,295.784385,50
17998,94572,543.089642,0
75140,75689,745.504956,30
165239,165240,383.751146,38
165274,71612,422.766445,36
114546,121338,294.774399,20
47721,165275,100.854889,30
24797,4969,219.294269,28
57444,109427,148.733374,30
165278,154900,134.924529,54
819,139634,153.219005,30
68737,88585,369.316518,14
165279,165280,159.793150,18
165281,89585,41.128608,25
6805,23209,165.007737,56
165283,165284,66.160599,30
152724,165285,267.393621,30
165286,107344,261.072216,30
85835,59599,294.407516,34
165287,2835,151.123949,36
165288,165289,153.319017,16
89107,165290,342.919070,50
55729,109745,134.743874,24
11747,165291,262.887380,44
165293,165294,225.750409,40
151614,36349,306.601493,60
43178,107673,519.068819,34
165295,160112,250.055617,35
138341,116797,46.018651,15
12851,54716,779.076032,30
81043,100236,286.847196,30
146344,106311,292.329888,20
158282,165296,77.255464,44
165297,101435,72.432499,44
95254,163029,224.712591,26
165298,15796,268.462127,20
150629,21069,306.867995,44
80395,6749,259.581246,44
26221,12736,320.039157,30
88300,133754,701.748601,30
98968,28153,451.804778,28
14291,149605,136.584318,25
165299,26379,259.954875,44
165300,140100,30.971474,44
159794,165301,104.697196,32
12886,33328,779.911116,28
5781,16744,222.285874,60
36589,77247,780.039655,74
32036,38553,162.800675,60
56052,70636,17.756528,40
165303,448,33.016188,30
160725,112909,580.618272,20
38443,95235,73.749007,25
165308,108195,259.502149,40
165309,165310,58.456121,22
165312,106816,513.664207,30
19489,98513,302.949637,24
165313,34522,179.116334,30
13863,165314,261.904921,40
165316,42666,58.546860,20
165317,52893,256.568954,54
163579,19861,839.948795,30
165318,68610,555.229617,30
35695,138065,261.669254,44
117275,30962,285.121140,44
165326,165327,774.915636,50
165328,165329,314.282352,42
37046,165330,301.403748,38
136426,165331,375.674697,22
98626,165332,260.555288,44
165336,165337,94.293448,10
11944,31735,262.472959,60
159388,78356,259.748090,44
165339,165340,260.001189,30
165341,58486,281.786581,30
26415,36568,209.240496,50
148317,63864,737.452995,32
165342,8408,104.576481,30
165351,54320,1220.235175,24
165354,70791,184.208370,32
81414,119327,631.194992,30
77081,140879,778.422920,30
46705,165355,694.265923,30
97816,103203,155.757927,24
165357,31822,613.302932,30
90220,11722,305.052172,32
39556,37048,265.290238,28
87454,165358,376.056882,30
6005,72865,201.092400,34
165359,135627,436.495977,30
99910,102006,117.871105,30
165362,110410,576.196125,32
165363,5481,490.789456,30
165364,9749,570.510784,30
45110,20064,273.908816,55
165365,98504,172.025860,30
26886,44823,755.149325,42
110540,106341,714.982207,30
165366,8722,145.979986,24
46113,57159,230.077644,24
83587,22380,203.933542,46
75760,148334,202.111635,38
145727,141345,709.074554,30
1210,81570,260.614811,44
165367,146558,403.309625,42
26958,106554,418.464453,34
34211,9699,260.115683,44
165368,165369,89.419307,0
165370,86978,279.823855,42
165372,55002,207.445643,30
165373,118236,211.050703,30
49269,161593,264.025388,32
7161,165374,209.531814,32
165376,91353,541.023105,30
165377,165378,289.076256,30
165380,165381,259.451476,40
165385,37889,191.818264,24
5808,165386,160.808909,60
165387,156718,398.455057,36
92246,27322,728.493355,34
165389,71476,258.717711,14
5450,160496,249.021532,30
133100,19735,239.171868,35
165390,18771,260.944222,45
97082,148138,470.307232,30
140658,118027,789.714779,30
50358,53506,18.585593,34
165392,14383,130.409107,30
165393,102868,919.939479,40
86979,165394,415.186972,26
38503,165395,464.323732,24
8790,165396,248.778792,30
165397,47306,229.681395,30
124086,46114,214.097618,24
67885,29682,775.624043,30
65082,98063,306.065597,30
60538,49215,205.169623,36
165400,165401,180.909244,30
123170,123171,149.373096,34
165402,65764,110.410088,30
35463,109924,36.365046,30
165403,125166,407.201505,24
58374,130130,143.172423,30
165404,165405,271.112908,24
78164,60958,191.567751,44
80412,165406,186.010732,22
18314,26252,249.254023,34
165407,165408,621.048750,22
40626,115502,230.066376,36
76703,28978,204.932678,40
131304,78951,207.705458,14
79353,165409,558.033598,50
130515,61219,222.097722,30
165410,114369,100.888260,30
165414,38021,286.073399,0
113890,165415,107.011350,34
157380,13747,119.681221,10
126427,165416,434.643816,28
165417,165418,261.376277,0
165419,92192,749.082200,30
165420,165421,642.176077,30
28218,29222,251.466933,24
165422,158318,42.523362,40
165423,9135,97.179706,0
119285,58861,27.586949,34
165430,96671,1092.881536,55
22783,165431,119.376511,35
8762,94484,382.642083,30
46433,15103,311.830288,30
165433,73546,34.960822,30
35366,124387,785.681162,30
165434,1237,736.461491,36
26253,165435,115.968882,34
70478,148589,438.480690,30
83767,109925,47.791612,44
165551,165552,576.307311,16
80274,112731,275.115659,24
165553,67710,67.447960,30
165559,6511,192.529506,20
165564,97688,1007.596759,50
51233,157776,404.962915,30
3243,160492,146.453562,0
131801,76000,623.826598,28
165565,44651,262.661353,28
165566,156557,140.313394,34
59433,52042,245.502780,30
165567,65948,122.527294,20
88451,130488,263.853990,60
26383,165568,261.485460,30
73313,156136,465.238532,30
89716,165569,769.808635,32
165571,165572,131.403209,20
165573,35382,308.606106,34
165582,42965,688.565441,50
165583,165584,398.680139,30
165587,54196,720.296765,34
165588,165589,551.814138,32
165590,114108,35.493490,0
161558,56575,389.597952,30
155711,144436,781.427215,36
15305,57839,102.107284,60
146587,161990,161.754028,60
131326,152323,838.076114,38
165604,33985,295.555563,12
109613,165605,258.764523,24
165606,5487,117.762904,20
165613,165614,561.522138,32
71909,11593,771.004737,38
165616,165617,364.733665,16
68852,123343,39.535803,30
152191,91359,138.203568,40
165619,103587,268.866832,20
165626,161481,308.070054,30
83046,144160,269.599753,40
165628,94102,404.103679,32
32622,165629,824.899959,30
66946,83949,50.188642,70
165641,165642,1207.503206,32
19783,161738,546.221392,30
165643,78031,261.473334,30
77207,165644,251.454432,50
39341,165645,223.101223,30
165646,145815,140.392213,10
37484,165647,91.587801,20
15081,60059,251.753362,36
16296,165648,153.047513,30
129994,165649,259.455186,40
165650,79085,255.306915,26
114327,165651,343.274391,30
83725,141598,134.936970,30
165659,165660,877.334091,10
165663,153633,37.237331,0
90215,47090,142.313148,30
165697,157173,246.581007,16
165767,127514,736.135231,16
47676,165768,38.108370,28
165769,113916,273.859223,32
165770,34731,255.544907,30
102450,148621,260.680805,36
165771,165772,779.372448,30
24178,165773,259.891926,30
31490,50919,513.764056,34
22702,118880,160.959977,24
42390,107620,260.067257,44
29237,83886,52.880394,32
58445,165774,81.800838,20
158256,165775,424.262648,0
41796,165776,89.699687,60
165777,135202,548.602533,30
18035,36080,607.813320,36
116848,59781,504.912704,30
34925,149836,550.900514,25
165778,25968,136.435759,40
165779,7341,247.329452,40
165780,112184,24.083333,0
144641,165781,307.617435,42
115628,139915,620.841336,30
77264,90357,269.337975,32
34602,54190,279.577258,60
39404,93125,216.675377,40
93861,82001,245.140065,70
165782,60493,342.829174,30
165783,40977,261.000548,36
165784,4702,150.600293,38
165787,44378,1232.690119,30
165792,95278,89.966899,42
7540,65032,259.590354,42
165793,66902,212.960042,32
165794,109506,121.996437,0
165795,135612,25.518521,36
165796,165797,187.118282,30
165799,151594,47.711054,32
165849,116877,700.536493,0
59323,84186,349.976540,30
128286,165850,54.654461,0
165851,110122,81.013653,30
52122,4968,409.516941,28
79403,34471,192.725285,30
23462,165852,54.760352,38
165997,131811,1071.983446,16
145238,149986,137.322132,60
157917,104338,70.702288,16
26277,23195,198.024234,40
154993,82287,103.063817,30
165998,14026,206.908725,32
159855,165999,272.191565,28
136359,97125,624.794498,30
162109,46916,455.600257,44
70080,134146,226.688483,20
166001,166002,124.940451,20
100183,95496,85.078672,50
166004,35710,111.500261,26
166005,31325,252.431570,24
166006,17316,250.105471,34
80399,166007,257.950530,46
50838,33041,244.755763,36
84258,15151,76.702420,30
128768,31154,448.104178,30
58732,83983,120.383852,42
166012,166013,251.386252,38
166014,166015,100.647671,70
76032,99547,228.496778,38
166019,15934,394.169319,32
1090,58351,279.771790,42
166020,48494,773.679909,58
142903,166021,647.114494,60
75687,51949,11.572564,0
77697,166022,264.925097,30
138460,143859,319.510928,36
166023,109754,440.999023,34
166024,166025,279.251187,30
166026,112142,258.767876,30
166043,158535,579.102500,62
58108,145803,259.424226,60
90441,166044,200.962985,18
166045,70585,251.664413,46
99896,54420,569.716734,42
166046,141715,270.754778,55
166047,138643,284.913619,30
166081,166082,215.334300,16
107004,166083,90.897601,12
166084,111573,80.527088,34
166085,69377,36.267371,30
90182,20916,216.986407,30
166086,67037,41.726153,36
166087,64293,27.520714,30
106757,47134,260.304871,36
166098,56697,497.311814,18
21222,109469,63.216079,18
85053,166099,146.631983,30
9836,40303,259.402300,30
166100,14115,386.237541,30
93883,30712,780.443420,30
166103,13558,549.625204,38
12405,166104,255.502878,36
166105,166106,288.060559,45
64286,135144,261.434054,30
1466,46622,565.208425,30
166107,5436,57.249357,34
166113,166114,621.453842,20
93516,30247,29.598625,44
166116,153812,193.789846,0
44430,67710,35.530053,54
4751,166117,906.126998,32
146003,135133,254.337699,40
19922,157738,200.291535,30
28420,131260,334.331820,30
100366,35080,335.920942,30
53797,42528,260.975316,40
166139,35731,95.197421,25
166140,145316,412.021604,50
166141,114198,289.795388,56
134665,166142,745.558538,52
166145,12280,253.128763,8
72310,42746,102.859586,0
166146,116816,32.362238,42
166148,3004,697.741403,30
166149,133076,85.186902,32
144438,88296,263.277771,44
83109,143400,107.452259,48
46705,166150,322.819666,30
77396,131825,52.272932,34
100140,49306,646.617295,30
166160,164720,945.073397,34
42719,44706,450.440125,30
36413,166161,41.209664,0
83866,146547,24.146198,0
166162,23744,137.991094,60
87595,69741,119.206565,24
166163,40329,67.768014,35
49238,89588,264.847027,40
126125,76418,278.666385,40
90263,146336,254.671365,30
1272,153495,491.536505,25
71613,166164,293.045458,70
116691,166165,205.410738,30
77454,36091,728.626487,30
166166,166167,473.520714,34
166168,117648,120.472422,0
124149,13406,360.652783,34
158654,31325,33.546435,36
166183,166184,87.372221,16
156554,166185,366.189196,50
166186,3717,310.136953,36
166188,63339,273.525425,20
166189,69706,258.079783,0
166190,113306,279.766665,28
166215,103328,439.324868,25
166221,166222,198.106049,14
166223,86222,46.262522,30
141594,165567,185.303626,24
6023,70792,340.544528,28
142597,19081,270.381354,40
166229,148197,692.881134,18
166230,166231,257.367101,38
102534,41381,264.640792,44
166233,166234,297.658013,24
166235,100067,37.967813,42
166241,105827,443.238843,30
71583,166242,58.656993,32
166266,28619,3539.990806,36
166267,119888,262.940624,30
126503,166268,275.539324,38
140119,14375,61.366758,26
137428,135555,1015.452339,30
68390,166269,954.448907,34
157266,25914,161.441964,38
166270,143609,404.245151,32
53722,166271,699.653512,22
9531,10104,657.748492,30
122084,46775,261.273515,40
166272,95093,118.665524,24
69115,144124,366.721695,30
166276,8526,541.143880,36
166277,6752,262.831643,40
1217,112722,277.045670,45
59718,166278,421.392021,28
166279,135613,245.765449,0
56964,50342,248.438097,44
157732,25247,460.835094,30
166280,35388,285.152087,70
166281,17979,482.627454,30
166288,166289,720.753921,24
24362,129728,259.510005,60
166329,166330,717.349988,16
15439,166331,23.535009,50
166332,22980,158.206167,0
74286,73724,248.523938,32
109753,166333,86.528082,30
122847,53876,416.514601,28
166334,100031,791.222762,34
59538,122083,260.440402,43
166335,166336,86.722107,25
148729,144881,249.002388,36
166337,166338,269.897904,30
166339,45460,397.530444,30
153031,32390,194.092632,30
152714,1397,820.674236,34
89598,145638,149.908881,30
81679,166340,526.609171,26
122158,97822,669.657898,30
4105,91273,562.032289,30
115017,27229,548.024414,30
166341,166342,442.760101,12
166343,166344,388.830292,42
154161,166345,278.411843,44
34114,166346,260.657169,50
125236,20080,126.163472,22
166348,8232,805.857577,30
166349,8390,896.980935,30
85404,166350,249.810362,30
166351,26959,347.144749,30
9726,166352,218.774319,35
11869,48878,335.605570,30
166354,89094,27.186658,0
146878,109449,93.446031,18
166367,166368,555.262049,0
97751,166369,260.447333,40
60514,53918,750.418230,30
6744,99160,260.339087,32
166370,120634,669.447067,28
45963,47991,310.449061,40
127213,166371,151.135748,25
27626,80379,276.071128,32
165317,166372,507.218382,36
166373,35538,197.655250,30
102260,166374,154.294562,20
41337,166375,221.328129,30
166376,166377,145.733889,0
113749,89931,266.859616,42
71024,25194,181.655170,30
65422,87257,41.495859,40
135551,166378,274.811544,30
166381,166382,375.721655,0
166383,7181,780.255473,30
46131,166384,104.608597,42
87190,33570,259.745308,30
21748,159576,257.196108,45
40917,94356,400.021448,24
166385,166386,81.588001,0
83857,21644,286.364905,36
166389,80063,268.461512,54
33350,33353,89.963665,20
166390,149417,463.906580,24
122286,164518,176.749152,20
166391,76715,44.375501,45
166392,98360,162.552572,24
166393,40019,245.777090,52
166394,11798,325.279569,38
166403,130107,869.362209,20
166407,82572,160.584460,28
19942,77220,251.781588,24
67845,40114,334.909764,34
166408,166409,242.323737,40
33312,166410,28.618526,60
27591,150259,270.396154,66
166411,28361,422.462430,30
166412,146062,295.113966,30
166413,79602,252.706325,32
166419,151505,434.693802,14
166420,151424,469.138207,30
163529,144117,208.215452,42
166421,166422,200.029479,16
56764,76737,517.182045,53
166423,166424,89.721755,0
166475,34978,431.509069,0
166476,166477,78.798332,74
166484,166485,125.022095,20
166486,41684,45.099115,22
54179,17417,186.116526,30
149667,166487,265.421123,34
27583,124294,315.237494,40
97295,40818,252.815744,30
166488,32729,23.556870,56
68908,21433,747.166679,42
68765,166489,254.226460,30
114541,113705,287.181953,30
166490,26793,391.352484,30
166491,144635,163.681299,0
28559,62867,424.882440,30
89735,159331,625.168447,30
166492,5772,300.865687,32
166493,163525,210.343732,18
21781,120160,29.274807,35
134505,82233,521.318103,45
166494,129092,136.191200,30
166495,58752,227.763794,22
166515,122373,274.395569,30
94747,53383,250.082406,40
166518,166519,162.112784,14
166520,121633,236.379483,38
166522,6824,43.119441,36
166523,166524,41.845152,30
166525,88494,305.461925,35
166528,10791,134.346759,28
166529,166530,664.990424,32
71515,151494,273.431887,28
47719,166531,163.031382,25
144438,166532,679.266128,46
69842,106515,638.507691,32
166543,144833,289.990035,30
106354,16404,224.816423,24
166545,122055,123.000873,20
166549,81423,396.441260,32
166550,166551,93.802465,35
166552,148336,259.593724,36
166593,58450,1288.387404,20
141697,166594,353.445813,22
64201,146728,277.808757,36
111500,166595,262.310400,40
166596,166597,184.742823,20
166598,166599,753.789948,30
166600,17886,45.594201,50
80644,166601,267.159050,35
18136,166602,286.069737,46
27693,115275,166.771922,32
48002,143044,904.501314,30
62406,25832,428.073421,30
91845,56158,183.744852,16
127840,132333,469.991486,30
166604,100443,277.919388,30
166617,166618,280.442994,18
166622,53517,253.813908,15
166623,166624,275.492029,30
36159,124230,260.612958,36
102869,50689,270.876151,32
166625,4418,260.573706,30
166626,111558,474.214590,30
166627,166628,129.027236,30
43079,156227,344.635881,30
53676,159735,209.799339,60
25104,17976,151.355548,30
166629,34764,165.788251,30
75347,102776,264.933224,42
47555,75728,250.878389,46
70827,20381,101.405591,30
166630,166631,175.463293,30
166634,166635,309.250407,0
160490,101117,256.041098,30
129100,7042,51.369295,40
166636,166637,107.660264,26
112025,75888,262.402463,30
166643,117600,259.219417,60
166649,54509,405.716947,22
28969,166650,903.831829,30
166651,136959,491.343868,32
122404,166652,157.535243,30
166653,34598,255.426310,36
128194,91291,360.690377,24
50389,166654,273.806450,34
19104,61417,664.095122,32
47201,157032,407.847639,36
166655,90729,45.674698,54
149009,69008,233.763597,44
166656,166657,29.095562,48
166658,166659,67.807956,30
131202,91284,81.978978,22
166660,158667,210.283089,30
166661,122622,244.729164,20
119593,78566,644.788756,32
6632,19745,55.359240,32
80562,166662,265.498172,44
105125,156939,18.121539,40
87926,73091,255.176987,38
123522,126264,256.132193,32
47991,149741,880.203975,28
134613,89582,562.125544,32
166663,49935,900.325822,32
40828,166664,249.827526,30
166666,166667,255.000402,15
5751,44440,241.835216,32
74893,166668,468.102724,30
56661,68968,282.216338,44
166669,382,59.999567,0
166670,4391,19.114173,32
154269,148264,188.980912,40
33395,23464,799.045341,38
19915,91149,288.329864,50
166671,141917,163.250672,15
155028,48393,394.440681,30
112382,74814,260.923195,54
166677,143383,873.696224,25
166678,40637,508.547617,0
166679,119717,98.413005,20
166680,56024,20.085740,60
29756,152171,253.482165,36
75342,29618,770.469230,50
52943,4830,251.124711,50
78286,132142,253.821167,30
166681,93522,543.612687,32
166867,166868,1599.473996,0
166869,48835,325.466441,42
166870,71566,252.596764,30
63550,166871,1040.120312,32
38839,29173,251.220549,32
114790,122032,243.670141,30
137533,166872,767.626007,34
148731,89599,206.617321,34
166873,116500,645.979838,28
166874,21878,253.949260,20
45559,166875,247.355212,52
42766,166876,659.756887,30
26297,65831,144.758809,22
166898,31698,586.705670,0
166900,166901,101.929627,15
106359,159909,97.872717,44
74793,43872,127.237389,24
131299,166902,137.453075,30
166904,161736,318.543688,50
97584,32134,681.354674,30
100252,71011,528.640350,28
166905,166906,209.107571,34
35477,78802,35.540055,34
11317,166907,54.810169,0
35651,166908,272.225761,42
67400,166909,256.512332,44
141999,135534,495.145870,35
73527,166910,143.701616,36
34043,21494,832.181261,30
166912,7605,261.877739,12
166929,159293,661.398413,20
7255,107311,253.626137,30
50391,127173,607.909208,40
166936,166937,393.402315,38
112946,106310,43.606778,34
166938,110238,865.121367,30
166939,166940,138.154453,10
43119,160482,270.185307,40
73761,166941,130.812048,34
166942,59783,271.969732,32
166943,55691,469.034044,30
166944,128879,103.762527,22
166953,166954,290.520566,12
56172,24091,261.028493,30
29665,154175,284.279050,60
166956,24019,364.492610,18
166957,119108,379.483385,30
166967,132419,376.821966,0
166971,95642,172.652437,20
64758,55606,312.656822,30
166972,32556,254.805729,42
166973,53610,176.916831,14
100027,123668,36.716401,0
51745,74973,250.658923,30
166979,155452,121.116310,0
54596,35176,260.054361,32
166980,114035,23.685151,34
42573,51733,475.424025,0
87601,84155,775.018752,30
166995,166996,613.363094,12
166997,166998,477.026062,25
166999,24606,822.053427,0
6026,167000,260.328294,30
167001,71161,649.668024,30
36754,17501,262.918240,30
167005,39416,725.998700,30
83000,143119,378.427114,30
167006,42892,40.750445,28
62215,82332,251.308226,30
20894,146566,72.594275,32
126160,163528,261.650674,35
167007,29238,76.361676,32
103349,147349,335.772440,50
167008,152310,820.328871,34
41628,63347,298.175796,30
41281,42921,260.912199,34
15826,82633,254.887566,30
102008,101582,278.253210,34
78307,23110,966.961064,30
167010,167011,358.644756,48
167012,167013,96.007408,30
3331,58701,359.066632,50
1275,167014,212.165409,30
167015,167016,82.259716,42
27916,120585,395.666611,56
3419,70510,240.410212,40
81759,44913,570.386484,30
54868,167017,1073.543391,30
52892,51603,104.412884,50
167041,167042,1449.484570,20
167043,167044,115.884698,30
167045,24943,325.755651,30
167046,11905,80.960004,46
7670,167047,250.705031,40
167048,107585,50.481143,54
167050,95843,402.867152,34
73,11781,52.030818,30
49616,167051,375.885194,20
67228,43102,438.076726,36
167056,167057,260.450233,34
77424,167058,210.005778,30
159820,114698,261.383830,30
6101,167059,152.593724,24
167061,70837,441.633668,30
167062,108491,422.636301,60
167063,163030,254.763914,24
16628,87971,48.944955,44
147651,167064,61.413391,24
77582,19664,15.884235,30
162745,167065,257.044535,30
139067,28291,465.509769,30
13400,17588,275.647119,24
167068,167069,720.552942,20
167071,104560,166.413022,45
167073,167074,141.648638,12
167075,167076,161.497891,20
167077,82541,274.805436,54
161029,167078,609.026235,30
19612,121939,439.001130,28
130807,165620,69.639714,60
167079,32598,262.888492,44
167080,12038,260.537841,30
3173,167081,248.739930,40
167082,89563,279.047713,30
119800,49265,265.478907,34
167100,141081,798.289115,60
97558,167101,269.541969,40
167105,167106,1048.669226,20
167107,167108,540.456010,36
167109,167110,65.458599,30
77744,167111,8.757111,0
167113,124233,483.715118,30
125136,135227,123.997421,34
167114,167115,235.184072,60
84655,2776,284.550993,40
167117,149714,783.722119,30
157520,142362,32.730526,34
158060,93198,270.088433,40
141838,61637,187.116526,16
98939,34778,399.920050,40
167135,167136,230.080870,0
167139,71479,193.751174,12
89473,75068,194.673072,26
167140,48097,74.188867,18
66740,167141,361.083375,30
167149,42748,1037.222558,50
167152,155333,136.070551,22
167158,3457,758.545160,14
27013,166268,279.372930,38
85882,15331,279.779035,34
43077,23064,165.268790,60
88339,167159,131.506934,26
167160,159064,194.105716,20
167161,43272,852.500483,26
167162,36866,210.603929,54
167163,82815,271.789558,22
156691,115363,156.395208,34
167164,31730,471.312103,12
115908,153932,264.066833,30
93606,42995,168.332736,38
157554,11247,549.821001,34
87302,167165,360.327001,35
89766,39343,141.100005,68
167167,43031,37.817039,60
167169,167169,284.176569,34
167170,167171,249.355795,40
100735,17925,515.113381,30
167173,29167,242.007957,18
39002,91787,474.208918,30
167281,167282,2306.097642,24
167283,39775,210.511354,36
167284,48526,259.153257,50
167288,167289,197.045051,0
167292,44622,284.052626,24
46768,167293,156.806425,36
112121,167294,260.017173,50
167295,7542,481.763304,35
74474,167296,243.267979,14
167297,54277,282.853745,30
167424,167425,1237.674776,0
167456,6902,1501.356369,48
167478,12668,383.661688,60
167481,57453,297.367795,28
167482,149265,329.292436,30
58292,167483,275.649040,42
143274,167484,256.722404,28
167485,21600,97.350555,60
167486,88582,180.940786,18
167572,18291,447.669552,0
167597,140843,104.153484,32
75240,166166,162.528392,44
167598,167599,1260.988703,25
167600,116453,114.399615,40
7352,134641,259.850093,42
167601,140477,41.716049,30
167604,167605,1366.947852,25
40229,137738,59.520987,60
167607,166002,96.758380,10
167612,111029,382.977667,18
167678,8444,924.567600,30
96649,167679,953.032534,14
19095,114881,259.571751,30
167680,84343,398.743401,50
167682,167683,291.213379,34
93559,107001,26.462020,30
110928,157263,249.475063,30
167684,69295,68.548045,30
167694,114974,1356.835887,32
53861,167695,678.718630,30
34011,42981,260.348188,44
48028,38674,184.718470,34
167696,167697,539.036510,26
36396,23402,736.415300,30
167698,93516,277.877333,32
53856,120659,280.224609,70
167699,78785,394.915245,36
167700,143772,259.945384,30
167702,167703,485.128669,30
18701,92944,29.857017,40
40624,167704,408.620155,25
11336,41037,120.477027,20
167725,154163,2261.098379,36
46035,16756,244.231250,30
117590,167726,314.286752,60
